dance_id,dance_song_name,dance_artist,dance_song_youtube_id,dance_name,dance_counts,dance_wall_count,dance_starting_foot,dance_instructions_youtube_id,dance_move_sheet_link,dance_author_name,dance_is_special,dance_bpm,dance_duration,user_id
60,"Sex On The Beach","T Spoon",https://www.youtube.com/watch?v=lmGbifOOOlU,"Sex On The Beach",32,4,Right,https://www.youtube.com/watch?v=_SlRoJ5_l5k,https://www.copperknob.co.uk/stepsheets/s-o-t-b-sex-on-the-beach-ID39940.aspx,"Tom Clarke",False,0,0,0
62,"Shake It","The Lacs, Big & Rich",https://www.youtube.com/watch?v=9BJwMrIARy8,"Shotgun Jenny",32,2,Left,https://www.youtube.com/watch?v=iw73_p57aZU,https://www.copperknob.co.uk/stepsheets/shotgun-jenny-ID87543.aspx,"Kathy Kelley Brown",False,0,0,0
61,"Shoop Shoop",,,"Shoop Shoop",32,4,Left,https://www.youtube.com/watch?v=tK3U818rBzs,http://www.copperknob.co.uk/stepsheets/shoop-shoop-ID38220.aspx,"Jo Thompson",False,0,0,0
116,Simple,"Florida Georgia Line",https://www.youtube.com/watch?v=TuTDc9d_9yI,"Simple As Can Be",32,4,Left,https://www.youtube.com/watch?v=7dBcHI4Sshk,https://www.copperknob.co.uk/stepsheets/simple-as-can-be-ID125990.aspx,"Julia Wetzel",False,0,0,0
65,Snapback,"Old Dominion",,Snapback,32,3,Left,https://www.youtube.com/watch?v=s5cRVQsLZok,https://www.copperknob.co.uk/stepsheets/snapback-ID109489.aspx,"Amy Christian",False,0,0,0
166,"Sold (The Grundy County Auction Incident)","John Michael Montgomery",https://www.youtube.com/watch?v=_PvsvA6D9NI,"Sold (The Grundy County Auction Incident)",10,4,Left,,,,False,0,0,0
67,"Something to Do With My Hands","Thomas Rhett",https://www.youtube.com/watch?v=7-KoiUsaZcQ,"Something to Do With My Hands",32,4,Left,https://www.youtube.com/watch?v=j3Um2XxWmTU,https://www.copperknob.co.uk/stepsheets/kerosene-ID26709.aspx,"Vicki Schembeck",False,0,0,0
102,Soul,"Lee Brice",https://www.youtube.com/watch?v=T7BwHnORYs4,"Moses Roses Toeses",32,4,Left,https://www.youtube.com/watch?v=ZEvFxQ9MGPk,https://www.copperknob.co.uk/stepsheets/moses-roses-toeses-ID146758.aspx,"Amy Glass",False,0,0,0
175,"South Side","Thomas Rhett",https://www.youtube.com/watch?v=C58E4ibQlVs,"South Side Shake",32,4,Left,https://www.youtube.com/watch?v=dslJQ6aooJM,https://www.copperknob.co.uk/stepsheets/south-side-shake-ID108543.aspx,"Darren Bailey",False,0,0,0
120,"Step That Step","Sawyer Brown",https://www.youtube.com/watch?v=WFunfZlMMY4,"Step That Step",34,2,Left,https://www.youtube.com/watch?v=Ma9sa8Oail4,https://www.copperknob.co.uk/stepsheets/step-that-step-ID96732.aspx,"Yvonne Anderson",False,0,0,0
138,Stomp,Boomkat,https://www.youtube.com/watch?v=tAgm97b-3AM,"Stomp It Out",32,2,Left,https://www.youtube.com/watch?v=fjObgo26N4Y,https://www.copperknob.co.uk/stepsheets/stomp-it-out-ID130272.aspx,"Lilian Lo",False,0,0,0
122,"Stomp Like Hell","Moonshine Bandits",https://www.youtube.com/watch?v=A8YC6mRkFO4,"Stomp Like What",32,4,Left,https://www.youtube.com/watch?v=wdK6sdgaLt4,https://www.copperknob.co.uk/stepsheets/stomp-like-what-ID117119.aspx,"Jonno Liberman",False,0,0,0
5,"Strip it Down","Luke Bryan",https://www.youtube.com/watch?v=kY2pJsOZvc4,"Back To You & Me",32,4,Left,https://www.youtube.com/watch?v=GJG3K9WWpdI,https://www.copperknob.co.uk/stepsheets/strip-it-down-ID107574.aspx?fbclid=IwAR3hnSSngPiiKH7shabkbvFLJ9C4t_WhTgwoceQvxoe8U8CeH8g,"Rachael McEnaney",False,0,0,0
34,"Texas Time","Keith Urban",https://www.youtube.com/watch?v=XwFUY8RIKdM,"Texas Time",32,4,Left,https://www.youtube.com/watch?v=CZanHltryDQ,https://www.copperknob.co.uk/stepsheets/texas-time-ID125462.aspx,"Joshua Talbot",False,0,0,0
68,"That's How Country Boys Roll","Billy Currington",,"That's How Country Boys Roll",0,4,Left,,,,False,0,0,0
104,"The Wolf","The Spencer Lee Band",https://www.youtube.com/watch?v=mwtD7ASPYmo,"The Wolf",32,4,Left,https://www.youtube.com/watch?v=-uzFsd7rhDw,https://www.copperknob.co.uk/stepsheets/the-wolf-ID123669.aspx,"Jonno Liberman",False,0,0,0
70,"Timber - Infinity",Pitbull,https://www.youtube.com/watch?v=hHUbLv4ThOo,"Timber - Infinity",40,2,Left,https://www.youtube.com/watch?v=ztdpZtsTHTs,https://www.copperknob.co.uk/stepsheets/timber-ID97794.aspx,"Rachel Parsons",False,0,0,0
106,Toes,"Zac Brown Band",https://www.youtube.com/watch?v=U1LoWMMjvoE,Toes,32,4,Left,https://www.youtube.com/watch?v=INx4iRGSqto,https://www.copperknob.co.uk/stepsheets/toes-ID77266.aspx,"Rachael McEnaney",False,0,0,0
81,"Two Step","Laura Bell Bundy",https://www.youtube.com/watch?v=d6GuyYpyuXE,"Two Step",16,4,Left,https://www.youtube.com/watch?v=e_QtBec4R_k,https://www.copperknob.co.uk/stepsheets/two-step-ID93581.aspx,"Laura Bell Bundy",False,0,0,0
115,Undivided,"Tim McGraw",https://www.youtube.com/watch?v=6_WvGr00KzA,Undivided,32,4,Left,https://www.youtube.com/watch?v=WH2MNh5sI0c,https://translate.google.com/translate?sl=auto&tl=en&u=https://www.copperknob.co.uk/stepsheets/undivided-fr-ID148011.aspx,"Ramona EXPOSITO",False,0,0,0
71,"Uptown Funk","Mark Ronson",https://www.youtube.com/watch?v=CeYuFSBkkVw,"Uptown Funk",40,4,Left,,,,False,0,0,0
72,Vacation,"Thomas Rhett",https://www.youtube.com/watch?v=a9IXLwwwYws,Vacation,32,4,Left,https://www.youtube.com/watch?v=UlrkUI3-9Os,http://www.copperknob.co.uk/stepsheets/vacation-ID110880.aspx,"Jean-Pierre Madge",False,0,0,0
128,"Wagon Wheel","Darius Rucker",https://www.youtube.com/watch?v=BrsHGK4LT74,"Rockin' The Wagon Wheel",32,4,Left,https://www.youtube.com/watch?v=0S6mOo0E0d8,https://www.copperknob.co.uk/stepsheets/rockin-the-wagon-wheel-ID92114.aspx,"Jamie Marshall",False,0,0,0
73,"Wanna Take You Home",Gloriana,https://www.youtube.com/watch?v=MUcwhd7EwEk,"Wanna Take You Home",32,4,Left,https://www.youtube.com/watch?v=TbNHbdC-oeY,https://www.copperknob.co.uk/stepsheets/take-u-home-ID83745.aspx,"Junior Willis",False,0,0,0
74,"Watermelon Crawl","Tracy Byrd",https://www.youtube.com/watch?v=79zSww7TpIM,"Watermelon Crawl",40,4,Left,https://www.youtube.com/watch?v=3Uyeos2lXtI,http://www.copperknob.co.uk/stepsheets/watermelon-crawl-ID45517.aspx,"Sue Lipscomb",False,0,0,0
111,"Wave On Wave","Pat Green",https://www.youtube.com/watch?v=fJWnIFlYKjs,"Wave On Wave",32,2,Left,https://www.youtube.com/watch?v=2rtKM1LWs40,https://www.copperknob.co.uk/stepsheets/wave-on-wave-ID45526.aspx," Alan Birchall",False,0,0,0
184,Waves,"Luke Bryan",https://www.youtube.com/watch?v=26xyngmW0yg,Waves,32,4,Left,https://www.youtube.com/watch?v=Ylfqk9sJP3Y,https://www.copperknob.co.uk/stepsheets/waves-ID153512.aspx,"Gwen Walker",False,0,0,0
75,"We Went","Randy Houser",https://www.youtube.com/watch?v=auFlxXFV9M4,"We Went",24,4,Left,https://www.youtube.com/watch?v=C_NSNQQjlWQ,http://www.copperknob.co.uk/stepsheets/we-went-ID108786.aspx,"Kristina Kovatch",False,0,0,0
183,"Whip It!","LunchMoney Lewis",https://www.youtube.com/watch?v=NWcrJc2-xOU,"Aces And Eights",32,4,Left,https://www.youtube.com/watch?v=Rq2hqibkWKI,https://www.copperknob.co.uk/stepsheets/aces-and-eights-ID109262.aspx,"Pat Esper",False,0,0,0
69,"Whiskey Drinkin S.O.B.","Mikel Knight",https://www.youtube.com/watch?v=8mXqtmuJJaU,"The Outlaw",32,4,Left,https://www.youtube.com/watch?v=vbwVqOQdgNU,http://www.copperknob.co.uk/stepsheets/the-outlaw-ID82368.aspx,"Suzanne Wilson",False,0,0,0
77,"Wild, Wild West","Escape Club",https://www.youtube.com/watch?v=6vE5ewvxdfo,"Wild, Wild West",24,2,Left,https://www.youtube.com/watch?v=Dlg4dhyDdUc,https://www.copperknob.co.uk/stepsheets/wild-wild-west-ID71549.aspx,"Chris Hookie",False,0,0,0
131,"Wine, Beer, Whiskey","Little Big Town",https://www.youtube.com/watch?v=JGKXSz8OAB8,"Wine, Beer, Whiskey",48,4,Left,https://www.youtube.com/watch?v=XK0m2ZPYJA4,https://www.copperknob.co.uk/stepsheets/wine-beer-whiskey-ID139075.aspx,"Dan Albro",False,0,0,0
78,Wobble,V.I.C,https://www.youtube.com/watch?v=iN9aqjdFfJQ,Wobble,32,4,Left,https://www.youtube.com/watch?v=oeS1usUnkxk,https://www.copperknob.co.uk/stepsheets/wobble-ID81872.aspx,"Vic Brentnell ",False,0,0,0
98,"You Should Probably Leave","Chris Stapleton",https://www.youtube.com/watch?v=8e7S8l4s1OM,"You Should Probably Leave",32,2,Left,,,,False,0,0,0
